record_id,clip_index,label,seq_len
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,35,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,36,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,37,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,38,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,39,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,40,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,41,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,42,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,43,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,44,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,45,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,46,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,47,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,48,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,49,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,50,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,51,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,52,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,53,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,54,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,55,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,56,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,57,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,58,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,59,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,60,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,61,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,62,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,63,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,64,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,65,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,66,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,67,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,68,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,69,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,70,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,71,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,72,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,73,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,74,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,75,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,76,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,77,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,78,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,79,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,80,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,81,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,82,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,83,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,84,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,85,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,86,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,87,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,88,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,89,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,90,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,91,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,92,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,93,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,94,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,95,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,96,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,97,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,98,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,99,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,100,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,101,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,102,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,103,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,104,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,105,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,106,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,107,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,108,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,109,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,110,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,111,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,112,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,113,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,114,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,115,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,116,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,117,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,118,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,119,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,120,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,121,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,122,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,123,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,124,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,125,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,126,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,127,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,128,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,129,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,130,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,131,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,132,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,133,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,134,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,135,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,136,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,137,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,138,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,139,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,140,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,141,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,142,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,143,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,144,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,145,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,146,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,147,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,148,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,149,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,150,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,151,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,152,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,153,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,154,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,155,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,156,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,157,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,158,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,159,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,160,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,161,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,162,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,163,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,164,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,165,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,166,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,167,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,168,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,169,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,170,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,171,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,172,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,173,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,174,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,175,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,176,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,177,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,178,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,179,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,180,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,181,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,182,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,183,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,184,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,185,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,186,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,187,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,188,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,189,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,190,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,191,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,192,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,193,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,194,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,195,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,196,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,197,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,198,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,199,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,200,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,201,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,202,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,203,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,204,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,205,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,206,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,207,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,208,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,209,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,210,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,211,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,212,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,213,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,214,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,215,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,216,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,217,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,218,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,219,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,220,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,221,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,222,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,223,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,224,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,225,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,226,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,227,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,228,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,229,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,230,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,231,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,232,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,233,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,234,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,235,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,236,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,237,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,238,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,239,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,240,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,241,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,242,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,243,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,244,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,245,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,246,4,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,247,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,248,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,249,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,250,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,251,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,252,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,253,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,254,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,255,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,256,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,257,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,258,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,259,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,260,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,261,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,262,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,263,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,264,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,265,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,266,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,267,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,268,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,269,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,270,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,271,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,272,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,273,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,274,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,275,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,276,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,277,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,278,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,279,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,280,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,281,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,282,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,283,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,284,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,285,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,286,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,287,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,288,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,289,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,290,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,291,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,292,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,293,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,294,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,295,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,296,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,297,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,298,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,299,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,300,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,301,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,302,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,303,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,304,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,305,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,306,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,307,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,308,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,309,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,310,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,311,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,312,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,313,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,314,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,315,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,316,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,317,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,318,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,319,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,320,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,321,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,322,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,323,3,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,324,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,325,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,326,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,327,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,328,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,329,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,330,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,331,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,332,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,333,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,334,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,335,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,336,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,337,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,338,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,339,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,340,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,341,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,342,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,343,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,344,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,345,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,346,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,347,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,348,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,349,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,350,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,351,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,352,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,353,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,354,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,355,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,356,1,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,357,0,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,358,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,359,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,360,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,361,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,362,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,363,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,364,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,365,2,7500
119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,366,2,7500
